user_id,whisky_id,points_overall,nose_text,taste_text,finish_text,nose_rating,taste_rating,finish_rating
karloff,1200,90.0,"A great start, white wine from the Marlborough region, golden delicious apples, pear drop sweets.There is something grassy about it, wet grass after a shower on a sunny day. Nougat bar and citrus like lemon and lime mix.","I have never had a Millburn before and soon as I tasted it I felt I'd tasted it before, I obviously haven't but I have tasted something similar, can't put my finger on it though. A powerful and dry fruity punch with some great wood notes.There is a burn but it's a great one because as you exhale it releases all of these wonderful fruit notes and it's mouth coating. I could add water but I'm not, I'm enjoying this as it is. Is there a smokey note in there? Not sure, if there is it's very, very slight.",A medium finish that is slightly bitter but that is good because it fits the citrus notes only this time it's more like grapefruit. A little puff of smoke right on the death.,90,92,89
dram-drinker,1200,89.0,"Salty, iodine, seaweed, shellfish, cooked vegetables, green fruits, little vanilla, citrusy, limes, stones, minerals","Punchy, oily, creamy, fruity, good sweetness, green apples, pears, dry hay, wet tobacco, green vegetables - really not bad","Long, burning, little sweetness, peach, banana, grapefruits, zesty, spicy",89,90,88
DarrenHJA,1200,89.0,"As I first open the sample bottle, fresh green grapes just come out bursting. I am surrounded by the green grassy and slightly acidic scent that envelops my entire nostrils. Malted barley is a lightweight with a very slight hint of rice water, after washing the rice. Good scents, nice smelling, fresh and full of life!","Soft notes of coriander, caramel, and Hersheys chocolate syrup. Constantly remains herbal all round, green grass, damp soil, light oak. Moving on, there's plenty of spicy notes, fresh spices as well as something peppery in the mix; possibly white pepper that is slightly sweet yet spicy and is of alkaline based.As I move deeper into the dram, note, 2 hours into this, the herbal esque reduced to a fruity and oily punch. banana, green grapes, celery, coriander, pine tree nuts and lemongrass.Really good balance, mixture and complexity which moves fluidly. From one dimension to another, its very subtle in the changing pattern. Like a good mix by a talented DJ playing good tunes, the transition flows and does not come abruptly.Powerful oak, honey, oils, freshly cut grass all inside an oak barrel, to top it off, it goes on to a smoky mix.","Well that was amazing, rather interesting that it can develop from the earth to the trees and to the fruit orchards.Not a perfect ending, considering the finishing is weak though soft and subtle to approach on.",89,90,88
Dris,1200,90.0,,,,90,90,91
ctu,1200,88.0,"Floral and slightly alcoholic. Vanilla, honey, lacquered wood, sawdust and banana peel.","Powerful and oily. Malt, honeyed apple, cut grass, herbals, lemon peel and oak.","Long, fruity.",88,88,89
Indianerhäuptling,1200,90.0,,,,90,90,89
nad_chario,1200,86.0,,,,86,86,90
Allandale,1200,88.0,Oaky and aromatic.,"Dryish, perfumy, smoky.",Oaky and sappy.,,,
helmutgw,1200,91.0,,,,89,90,91
markjedi1,1201,84.0,"The nose offers a strange mix of mashed potatoes, butterscotch, Sevillaoranges, hay, butane gas and cardboard. After having breathed for a bit, itbecomes somewhat perfumy. Dried flowers? Mint! My first encounter with Millburnwas equally strange. I am getting the feeling that Millburn and me are not avery good match.","It is mildly oily and immediately both sweet and salty. The sweettranslates into candied sugar, Turkish Delight, maple syrup and caramel, whilethe salt counters nicely. Seems like peanut butter. And I have to admit, thisis actually quite good. This Millburn is rehabilitating big time. The cardboardis never far off, though.",The long finish on lightly bitter oranges and spices take the doubtaway.,,,
The Macallan,1201,81.0,"Flowery (heather), fresh, slightly smokey, sweet raisins, light confit fruit but still complex, theres a lot to be found","Buttery, mellow, peaty, light sweet, slightly dry and yet complex.","Chewy and smooth, dry with a peaty after taste and long lasting.",,,
lincolnimp,1202,91.0,"Fresh pineapple, plum, toffee crumble, wafter, very faint hint of vanilla & buttercream.","Very fizzy and fruity, on mango, plum, peaches, a little fresh fig and its quite dry. A few orange notes creep in mixed in with the sherbet fizz.","Not as long as expected, a few custard notes at the end",,,
Baanaanaabob,1202,92.0,,,,,,
Teresa,1202,93.0,,,,92,93,93
ctu,1202,92.0,"Earth, malt, herbals, forest fruits, vanilla, salted caramel, honey and camphor.","Powerful and oily. Forest fruits, spicy oak, citruses and honey","Long, spicy, fruity.",92,92,93
el Gato,1202,92.0,,,,92,91,92
el Gato,1202,92.0,"Yes, Mortlach! Thick and meaty. Earthly notes. Apples and red berries. Malty. Grassy now. Herbal and liquerice","Not so meaty on the palate. Lovely feel. Oily and jammy. Soft spices, cardamom in particular. Red berries","Still jammy. Long, lovely and balanced Mortlach. Clean and not overly complex finish. Just really enjoyable. Some red berries",,,
steinrich,1202,91.0,,,,91,91,93
Fight65,1202,93.0,,,,91,92,94
lincolnimp,1202,91.0,,,,90,91,91
alex..w..fan,1202,,,,,,,
Peatpilgrim,1205,95.0,"Overwhelming sherry, treacle, honey, barley, sweet, wood, peach, topsoil, hint of smoke?!, crisp, dried fruits ( plums etc.), leather, strawberriesWhen the water is added this becomes heavenly!","Pepper, chili, sweet, oak, sherry, dry, honey, dried flowers on grandmas bookshelf, bitter-sweet, dark chocolate, Cocoa nibs, dried apricots","Oak, Sherry, leather, bitter-sweet",,,
peatandbarley,1205,,,,,,,
Collector57,1209,,"Aniseed with a background hint of   menthol. Malty.Next day the empty glass smells unmistakably of maple syrup, I'm told. ","Sweetish with   lemon and, after a while, chocolate appears",Medium to short finish. Fruity and some   malt. (No raw cauliflower!),,,
dram-drinker,1210,89.0,"Wet tobacco, cigars, seabreeze, sea weed, black tea, tar, iodine, smoked oysters - very good","Punchy, oily, fruity, red berries, black currant, subtle sweetness, little smoky, salty, more teaish notes","Medium long, warm, more black tea",90,89,88
ctu,1210,88.0,"Sherry, fig, orange peel, coffee, smoked fish, iodine and lacquered wood.","Sherry, pepper, candied orange peel, salted caramel and herbals.","Long, sweet, spicy.",,,
lincolnimp,1210,90.0,"This has a really nice nose,It is a bowl of stewed prunes mixed with figs, some nice peat & sherry notes, mocha and faint hints of orange.","Pepper, pepper and more pepper then some peat and brine.It settles down with some nice sherry and chocolate orange, and some sweet orange caramel","Long finish, remaining sweet and rich",89,90,90
The Macallan,1210,80.0,"Smokey (sweetening smoke), some smoke fish, in the back some fruity notes and some iodine (reduced: warm, acidity, cooked apples, very light smokey, less medicinal and sweetness from warm fruit).","Full and a hint of briny notes, grinded pepper, juicy and yet that briny touch again - a salty note (reduced: nice and mellow, slightly some pepper and some woody/spicy notes).","Long, dry/chewy, nice and warm mouthfeel.",,,
Andara,1211,90.0,,,,,,
grinface,1211,89.0,,,,,,
Ing Tretti,1211,83.0,"Ginger tea paired with smoke, sweet cream, the alcohol is not well integrated. Very young-ish. ","Creamy licorice, weaker chili-catch than the 10yo bottling from the distillery. Apples, not very complex at all.","Short to medium with hints of licorice, apples and oak.",,,
prz22,1213,88.0,,,,87,88,88
dram_on,1213,86.0,,,,,,
Helgo,1213,87.0,,,,86,86,87
Achany,1213,84.0,,,,84,82,86
ASWhisky,1213,89.0,Sea .... the glass in your hand and you are standing on the cliff  ingenious,"the sea on the tongue ... salt, iodine, sea, with meadow herbs and yellow cherries",long intense and refreshing coolness  the typical sharp Talisker finish,,,
Drochaid,1213,87.0,,,,,,
alectron,1213,87.0,,,,,,
Frederic Olivera,1213,92.0,"oak, sherry, toasted","complex, strong and long, toasted, spicy",powefull like pepper,,,
vlad78,1214,88.0,"A little smoke, sweet on the nose like prunes and candied cherries.","Warm, sweet taste. Like jam.",Sweet and slightly smoky aftertaste.,88,89,88
butt,1214,89.0,,,,88,90,90
hs305,1215,93.0,,,,92,93,92
ASWhisky,1215,95.0,You want it fiery  You like gentle waves  tame wildness  there flowing warm water  milky creamy chocolate  in smoky maritime environment  soft cherries without stones  in warm salt water  Bites like hot pepper  which sharpen your senses  sweet dark tea with delicate bitterness  spoiling your palate with depth  splashing oranges meat  refreshing and stimulating  then you should drink it now,milk chocolate  soft cherries  sweet tea sud  Melt on your tongue to a chillicatch  a chillicatch with fruity cherries  Oranges and smoky chocolate,long  like a fiery Spicy Asiatee from old wooden cups  liquorice  chocolate  malt sweetness  Wood  Teesud  fresh firm apple meat and chocolate malt sweetness without finish,,,
ColdAesthetics,1215,88.0,"Surprisingly a lot of sulfur at first and not much of it goes away, chestnut, lavender, nut oil, liquorice, damp oak, coffee beans slightly tarnished, fresh leather, anise, pumpernickel, plums","Plums, bitter orange and some old cherries, matches, coffee, liquorice, bitter chocolate, cherries with pips, moist earth and wet autumn leaves, the percentages are really great, you have to say, he has power but is not fiery","Roasted malt, chestnut, potting soil, medium length, a hint of salt and black pepper",,,
lincolnimp,1215,95.0,,,,,,
Calmar,1215,92.0,"Restrained, dry, old furniture, a box for cigars, pipe tobacco, leather goods, nuts, cocoa, milk chocolate, dried fruit, creamy notes, light earthy tones, foliage in the herbarium.","Powerful, rich, spicy wood, burnt rusks, prunes, sweet pastry notes, burnt jam.","Spicy, warming, caramel, dark beer, burnt crackers and jams, prunes, mineral notes, pepper and lemon peel make their way through the development.",,,
ctu,1215,93.0,"Very rich and complex: matured sherry, spicy oak and fruits: banana, mango, prune and cherry.Coffee, chocolate, Bagarol shoe polish, rubber, herbals, seaweed. But well come over the sea salty, peppery, peaty Talisker character as well.If it's much contact with the air goes to Port Ellen  complexity.","Extremely powerful, but the 62% is absolutely not exorbitant! Honey sweet sherry, peat, huge oak, citruses and leather  perfect wedding with the salty, peppery Talisker character, which richly presents itself! Ash, smoke, phosphorus and sulfur. The whole with very grotesque, but nearly perfect full range!","Long, perfect woody flavors and ash remains in the end",93,94,93
Thorleifs,1215,98.0,,,,,,
lincolnimp,1215,95.0,,,,95,96,94
Teresa,1215,94.0,,,,95,93,94
Dram Dracula,1215,93.0,,,,,,
kaju,1217,88.0,,,,,,
rpvdwel,1217,85.0,,,,86,85,85
rpvdwel,1217,85.0,Silver and sweet from the sherry influence,Must get started but delicious smoky and salty with the sweet of the sherry influences in the background,Long and smoky.,,,
Hvdree,1217,85.0,,,,84,85,86
JacobaEd,1217,86.0,,,,89,88,84
whiskycuse,1217,,,,,,,
OlivierSegers,1217,85.0,,,,85,85,88
Feusi,1217,89.0,,,,,,
whioli,1218,90.0,,,,91,92,90
pere,1219,89.0,"Sherry sweetness, maritime, fruity, salt, exotic fruits, a bit of oak, a hint of peat.","Sweetish, peppery, oak, spices, a bit of smoke, salt, seaweed, fruity, bit of freshness.","Fruity sweetness, salt, oak, spices, a bit of pepper, a bit of peat. Delicious, very good balance.",,,
DarrenHJA,1219,87.0,,,,88,87,86
DarrenHJA,1220,86.0,,,,85,88,84
detachedblue,1220,89.0,"Loud and sweet, jammy wood, not direct sherry influence, rather like shoe polish, new oak, paint, very modern style. Not very mature, still a lot of pear drop from the new make.","Salty and fresh, mints and jammy sherry, some leather and stewed red fruits., peat is here, very leathery as well. Then it becomes minty and slightly bitter, more silky and milky mouthfeel. A touch of the farm even, it is very drinkable.","Long, milk to dark chocolate, dates, herbs. Baked apple and banana.",86,90,90
alex..w..fan,1220,,,,,,,
Prof.Schoof,1220,,,,,,,
Furtia,1221,78.0,,,,78,78,76
lincolnimp,1222,94.0,,,,93,94,94
Saika,1222,94.0,,,,,,
WhiskyJug,1222,93.0,,,,,,
Baanaanaabob,1222,94.0,,,,,,
whiskycuse,1222,,,,,,,
kimmosuo,1222,88.0,,,,90,88,87
lincolnimp,1222,94.0,"Crisp sherry mixed with blueberry and Turkish Delight, .Rich, full of dark fruits, dark fruit Jams, blackcurrant Jelly, cranberry sauce, rich dark toffee and a faint trace of peat but you really need to look for it.","Rich and vibrant with a massive dark fruit fizz, but after the Moon Import I was expecting more, in comparison this is a little one dimensional at first.I say at first, because after a short time there is basically an explosion of sherried power that feels far in excess of 52%.Everything that the nose promised is here and it is near enough flawless, great depth and balance on dark stewed fruits and jellies and some tannins are evident but it is all in harmony","Long, fruity and mouth watering.With water:-Little change on the nose (still great), and the palate is even sweeter and it is actually better, like a blackcurrant fruit gum but even sweeter, mixed with a few ither dark fruitsLovely 94 points with water.",92,92,94
Allandale,1222,91.0,Assertive sherry. Toasted sandalwood. Stewed prunes. A touch of sour apple.,"Muscular, almost biting. Bitter chocolate. Raisins. Prunes.","Long, tangy and oaky. Reminiscent of an old armagnac.",,,
hs305,1222,92.0,,,,,,
Sonett,1222,92.0,"Soft, sweet and very complex. There is a lot of Black Currant, a minty touch, dark sherries plums, figs and dates. A bit of cedar wood and oak, cinnamon ",Enters sweet with lots of dark fruits (all from the nose) then quickly increasing peppery spices,medium long fading out from peppery spices over oak to bitter almonds,,,
